name,r1,r2,n_members,members,missing_arms_10k,reason
ac19_4155,YXYXyx,YYYXyyyXYxx,4,5023 73056 79705 101238,"baseline,s20_f4",incomplete_all_existing_solved
ac19_41575,YXXYx,YYYYXyyXyyyxxx,1,67926,s20_mk2,incomplete_all_existing_solved
ac19_41581,YYYXXXX,YYYXYXyXyxyx,1,67942,baseline,incomplete_all_existing_solved
ac19_416,YXXXXXyxYx,YYYXXXXXXyX,2,946 98324,s20_f4,incomplete_all_existing_solved
ac19_4165,YXYXXXX,YYxYXXyXXyx,3,5035 125545 126639,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_41657,YXXyx,YYXyxYXXXXyxxx,1,68144,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_41671,YYXXXXYX,YYXyyxxyyxx,1,68177,s20_f4,incomplete_all_existing_solved
ac19_41692,YYXXXXyX,YYXXYXXyXyX,1,68230,s20_f4,incomplete_all_existing_solved
ac19_41694,YYXXXyxx,YYYXYXYYXXX,1,68233,s20_mk2,incomplete_all_existing_solved
ac19_41695,YXXXX,YYYYXXyyyX,2,68234 118799,baseline,incomplete_all_existing_solved
ac19_41697,YYXXXyxx,YYYXXXXYX,2,68236 95381,s20_mk2_mK2,incomplete_all_existing_solved
ac19_41699,YXXYx,YYYXyyXXXYYxx,2,68239 70476,s20_f4,incomplete_all_existing_solved
ac19_41702,YXYXX,YYXYxyXyXyXYxx,1,68243,s20_f4,incomplete_all_existing_solved
ac19_41724,YXXyx,YYXYxyyXYXXyXX,1,68289,s20_f4,incomplete_all_existing_solved
ac19_41734,YXYXX,YYYxxyXXYXyXyx,1,68313,s20_f4,incomplete_all_existing_solved
ac19_41765,YXXyx,YYYXyyXYxxyyyX,1,68379,s20_f4,incomplete_all_existing_solved
ac19_41780,YXXYx,YYXyXyxxYXYXyx,1,68420,s20_f4,incomplete_all_existing_solved
ac19_41790,YXXXyxx,YYYXXXXyyxx,1,68448,baseline,incomplete_all_existing_solved
ac19_41795,YXXyx,YYYYXyxyxxxxyX,1,68464,s20_mk2,incomplete_all_existing_solved
ac19_41806,YXYXyx,YYXyXXyxxYxyX,1,68492,s20_mk2_mK2,incomplete_all_existing_solved
ac19_41832,YXXyx,YYYXYYxyyXyyXXX,2,68548 141873,s20_f4,incomplete_all_existing_solved
ac19_41915,YYXXYx,YYYXXYXyxxxYX,1,68769,s20_f4,incomplete_all_existing_solved
ac19_41920,YXX,YYXyXYxYXXXyx,1,68778,baseline,incomplete_all_existing_solved
ac19_41925,YYXXXyxx,YXXXXXXYxxx,1,68790,s20_mk2_mK2,incomplete_all_existing_solved
ac19_41930,YXXyx,YYXXYXyyXXXyyx,1,68800,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_41960,YYXXYYx,YYXXYxYxYX,4,68863 81139 119367 151296,s20_mk2_mK2,incomplete_all_existing_solved
ac19_41965,YXXyx,YYXXyXXXXYXXyx,1,68869,s20_mk2,incomplete_all_existing_solved
ac19_41994,YXXyx,YYXyXXXyxYXyyX,1,68932,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_42005,YX,YYXXXyXYxYx,2,68955 116269,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_42006,YXXX,YYYYXYxyxyyyXyx,1,68957,s20_mk2,incomplete_all_existing_solved
ac19_42026,YXYXyx,YYYXyXyXXYxYX,3,69006 103585 127348,s20_f4,incomplete_all_existing_solved
ac19_42027,YXXYx,YYYxYXXXyxyXYx,1,69009,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_42070,YXYxyx,YYXYxYxxYxxyX,1,69103,s20_f4,incomplete_all_existing_solved
ac19_42090,YXX,YYYYXyyXyXYYXyx,1,69141,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42110,YXXyx,YYXYXXXYXyyXyx,1,69185,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_42112,YYXXX,YYYYXXXXXXYXX,2,69187 130831,s20_f4,incomplete_all_existing_solved
ac19_42127,YYXXXXyx,YYXXyyXyxYx,1,69216,baseline,incomplete_all_existing_solved
ac19_42155,YXXYxxyX,YYXXXYxYxyX,3,69271 92882 93447,s20_f4,incomplete_all_existing_solved
ac19_42160,YXXYx,YYXXXYxxyXXYxx,1,69279,baseline,incomplete_all_existing_solved
ac19_42175,YXXyxYx,YYYxyXYxxyyX,1,69317,s20_mk2,incomplete_all_existing_solved
ac19_42184,YXYXYx,YYXXXXyXYxxxx,2,69332 70660,s20_mk2_mK2,incomplete_all_existing_solved
ac19_422,YYXXXXyx,YYxxYXXXyyX,1,952,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42254,YXXXyxYx,YXYXyxYXXyx,3,69476 83845 140066,s20_mk2,incomplete_all_existing_solved
ac19_42265,YYXXYx,YYXyXyxxYYXyx,1,69494,baseline,incomplete_all_existing_solved
ac19_4227,YXYXyx,YYXXXyXYYxx,10,5108 15397 38293 50119 53227 54779 107039 122203 144359 145005,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42316,YXXyx,YYYXyXyXXYxyXXX,1,69635,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4232,YYXXX,YYXYXYxyXyXyx,5,5114 61069 93989 104893 149811,baseline,incomplete_all_existing_solved
ac19_4236,YYXXYXX,YYYXYXyXyyxx,1,5118,s20_mk2,incomplete_all_existing_solved
ac19_42366,YXYXyXYxyx,YYXXXyxYxyx,6,69744 77568 82199 93232 149082 155153,baseline,incomplete_all_existing_solved
ac19_42376,YYXXyx,YYXXYxyxYXyyx,1,69772,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_42392,YXXYXXyX,YYXXXyyXXYX,2,69807 95996,s20_mk2,incomplete_all_existing_solved
ac19_42401,YXXyx,YYXYXyXXXXyXXX,1,69825,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4242,YXXyx,YYXyXYxxYXyxyx,1,5124,s20_mk2,incomplete_all_existing_solved
ac19_42476,YXXyx,YYXYxYxyyxxyxx,1,70009,baseline,incomplete_all_existing_solved
ac19_42484,YXYXyx,YYYXXyxYxYXXX,1,70019,baseline,incomplete_all_existing_solved
ac19_42485,YYXXYxxxyxx,YYXXXyxxxxx,3,70020 110349 147509,s20_f4,incomplete_all_existing_solved
ac19_42496,YXXyx,YYXXyyxxxxYxxx,1,70043,s20_f4,incomplete_all_existing_solved
ac19_42517,YXYxyx,YYXXyyxxxyyXX,1,70092,s20_mk2,incomplete_all_existing_solved
ac19_42551,YXXYx,YYYXXXYYxYXXyx,1,70167,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_42561,YYXXX,YYYYYYXXyXyXyX,1,70191,s20_f4,incomplete_all_existing_solved
ac19_4259,YXYXyx,YYXXXyxYYxxyX,1,5144,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_42607,YXYxyx,YYYXXYxyxYxxx,1,70291,baseline,incomplete_all_existing_solved
ac19_42617,YYXXYx,YYxxyXXYxxyXX,1,70315,s20_mk2,incomplete_all_existing_solved
ac19_42632,YXXyx,YYYXyXyXyyXXXX,2,70349 119341,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42642,YXX,YYYXyXYYXyXyyx,2,70371 71555,s20_mk2,incomplete_all_existing_solved
ac19_42647,YXXyx,YYXyXyxxxxxxyX,1,70379,s20_mk2,incomplete_all_existing_solved
ac19_4266,YYXXXYxx,YYYXyXXYYxx,1,5153,baseline,incomplete_all_existing_solved
ac19_427,YXXXyxx,YYXXyXYXyx,13,957 7379 15149 15534 30321 87655 91037 99920 104551 110438 114335 121964 156037,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42724,YXXX,YYYXYYXyyXXyX,1,70542,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42740,YYXXYx,YYYYYXXYXYx,2,70578 105139,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42744,YYXXyxxyX,YYXXYXXyyX,1,70595,s20_f4,incomplete_all_existing_solved
ac19_4277,YXYXyx,YYYXyXyXyxxxx,2,5168 97665,s20_f4,incomplete_all_existing_solved
ac19_42770,YXXYXXyxx,YYxyXyXyxx,1,70651,s20_f4,incomplete_all_existing_solved
ac19_4282,YXXYx,YYYYXXXyyyxYYx,2,5175 112044,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_42829,YYXXYXX,YYYXYXyyXyxx,1,70780,s20_f4,incomplete_all_existing_solved
ac19_4287,YXYXyx,YYYXyXXyxYx,4,5180 18069 72107 125470,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4290,YXXyx,YYXyXXYXyX,20,5183 6002 6810 7092 16677 24015 28801 64931 81361 81598 82171 88268 89861 115543 118131 128144 139285 152638 155542 155977,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_42906,YXX,YYYXyXyyXYxx,3,70965 73410 111937,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_4292,YYXXX,YYxxyxyXXyx,6,5186 17101 40006 52021 99638 138672,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42944,YXXyx,YYXXXyXXYxxyXX,1,71065,s20_mk2_mK2,incomplete_all_existing_solved
ac19_42956,YXYXYx,YYXYXyXyXYxxx,2,71097 81722,"baseline,s20_f4",incomplete_all_existing_solved
ac19_42959,YXXyx,YYYXyyyXYXyxyx,2,71114 99524,s20_f4,incomplete_all_existing_solved
ac19_4297,YYYXXXXX,YYYXXXXYXXX,1,5193,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_4300,YXXyx,YYYXyyXYxYxyyx,2,5196 32872,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_43019,YXXXyxYx,YYYYXXXYXyX,1,71284,s20_f4,incomplete_all_existing_solved
ac19_43024,YXYXyx,YYYXXyxYxyXXX,1,71296,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_43029,YXyXXyX,YYXXXyxxxyX,3,71304 124577 133698,s20_mk2_mK2,incomplete_all_existing_solved
ac19_43054,YXX,YYYxxyyxyXyyx,1,71361,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_43067,YXXyx,YYYYXYXyyyXXyX,1,71396,s20_mk2,incomplete_all_existing_solved
ac19_43090,YYXXX,YYYXXXYxyyXYXX,1,71444,s20_f4,incomplete_all_existing_solved
ac19_43109,YXXyx,YYYXyxxyxxYxyx,1,71471,s20_mk2,incomplete_all_existing_solved
ac19_4311,YXXyx,YYYXXYXyyyxxxx,2,5208 43216,s20_f4,incomplete_all_existing_solved
ac19_43131,YXXXXYx,YYXXXXXXYxx,6,71512 108481 131394 142671 147445 153736,baseline,incomplete_all_existing_solved
ac19_43136,YYXXX,YYXYXXyXyyxYxx,1,71536,baseline,incomplete_all_existing_solved
ac19_43146,YXYXX,YYXyXXyxYYXyxx,1,71563,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4315,YXXyx,YYXXyXXXYXyxx,3,5213 53468 143337,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_432,YXXyx,YYYYXyXyXyXX,6,962 3511 16458 36906 94872 146427,baseline,incomplete_all_existing_solved
ac19_4322,YYXXX,YYYXyyXYXyx,6,5223 21854 61091 100478 127974 144439,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_43225,YXYXyx,YYxYYxyxyXyXX,1,71763,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_4326,YYXXX,YYXYXYXyXyXYx,4,5228 10992 23067 38891,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_43281,YXXyx,YYXYXyyXXXyyxx,1,71913,s20_mk2,incomplete_all_existing_solved
ac19_4331,YX,YYXXyxYYxyXyx,1,5233,baseline,incomplete_all_existing_solved
ac19_43316,YYXXyxx,YYYYxxYYXXyX,1,71990,s20_f4,incomplete_all_existing_solved
ac19_43317,YYXXXyyxx,YYXyxxxxyyx,1,71991,s20_mk2_mK2,incomplete_all_existing_solved
ac19_43346,YYXXX,YYYYYYXXXyyXyX,1,72063,s20_mk2,incomplete_all_existing_solved
ac19_43355,YXXyx,YYXyXXyxxxYXX,3,72082 126183 131840,s20_mk2_mK2,incomplete_all_existing_solved
ac19_43371,YXyxYXXyx,YYXyxYXyyxxYxx,1,72120,baseline,incomplete_all_existing_solved
ac19_43431,YXXyx,YYYYXYXyyxxyyX,2,72259 111928,s20_mk2_mK2,incomplete_all_existing_solved
ac19_43480,YYXYXXXyx,YYXXYxyXyx,1,72359,baseline,incomplete_all_existing_solved
ac19_43532,YXXYx,YYXXYYXXYxxyyx,1,72466,s20_f4,incomplete_all_existing_solved
ac19_43542,YXXyx,YYXyxxxyXXyxx,3,72495 111896 122946,baseline,incomplete_all_existing_solved
ac19_43572,YXXyxYx,YYYxxxYXXXyX,1,72566,s20_mk2,incomplete_all_existing_solved
ac19_43577,YXXXyxx,YYXyxxYXXyx,3,72578 119842 142907,baseline,incomplete_all_existing_solved
ac19_43587,YXXyx,YYXYXyyxxYxyXX,1,72601,s20_mk2,incomplete_all_existing_solved
ac19_43606,YXXyx,YYYXXYYXyxyyxyxx,1,72644,s20_f4,incomplete_all_existing_solved
ac19_43654,YXYxYXXYx,YYXYXXyxYx,2,72767 103146,s20_mk2,incomplete_all_existing_solved
ac19_43720,YXYXYx,YYYXXyxxyyXYx,1,72903,baseline,incomplete_all_existing_solved
ac19_43736,YXXyXYx,YYXYXXXyXXYx,2,72940 119791,baseline,incomplete_all_existing_solved
ac19_43801,YXXyXyX,YYxYXyxyxyX,5,73097 82697 92673 131203 134577,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4382,YYXXyx,YYXyXXXYxYxyx,1,5295,s20_f4,incomplete_all_existing_solved
ac19_43847,YXyXYxx,YYYXXyyxYxyx,1,73194,s20_f4,incomplete_all_existing_solved
ac19_4387,YYXXyxx,YYXXyyxYxYx,3,5302 17400 77935,baseline,incomplete_all_existing_solved
ac19_43881,YYYXXXXyx,YYXXXXyxx,1,73270,s20_mk2,incomplete_all_existing_solved
ac19_43887,YXXXXYx,YYXXXXXyXYYx,2,73289 108992,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_43904,YYXXX,YYXYXXXXXXyxYx,1,73324,baseline,incomplete_all_existing_solved
ac19_43959,YXYXyx,YYxyXXyXYXYxx,2,73455 112289,s20_mk2,incomplete_all_existing_solved
ac19_43975,YXXyx,YYXXXyyXXyX,6,73489 97334 102579 110711 121959 136823,s20_mk2_mK2,incomplete_all_existing_solved
ac19_43982,YYXXX,YYYYXYXXXyyX,3,73499 93347 135186,s20_f4,incomplete_all_existing_solved
ac19_43984,YXX,YYYXYYXyyXyXyx,1,73504,s20_mk2_mK2,incomplete_all_existing_solved
ac19_43994,YXX,YYxYXXXyXyyXYx,1,73535,baseline,incomplete_all_existing_solved
ac19_4402,YXXyx,YYYXyxyXyxxYXX,1,5320,baseline,incomplete_all_existing_solved
ac19_44069,YXXyx,YYYYXyXXyXXXyx,1,73707,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4411,YXXyXYx,YYxxxyxyXXyX,2,5329 36260,s20_mk2,incomplete_all_existing_solved
ac19_44110,YXX,YYYXYYxyXyyXyX,1,73802,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4416,YXXyx,YYXyXXXYXXXXyx,1,5334,baseline,incomplete_all_existing_solved
ac19_44196,YXXyx,YYXXXyXyyXYXYX,1,74003,s20_mk2,incomplete_all_existing_solved
ac19_4421,YYXXX,YYYYXXXyXyxyx,2,5340 84459,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_4426,YXXyx,YYXyyXXYxyXyX,3,5345 37638 140178,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_44271,YXXYx,YYXXYXYYxyXYx,3,74192 103529 118702,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_44276,YYXXyx,YYYXXXXYYxxyX,1,74205,s20_f4,incomplete_all_existing_solved
ac19_4431,YXX,YYYYXyyXYYXyXyx,1,5350,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_44331,YYXXyx,YYXXyxYXXXXYx,1,74348,s20_mk2,incomplete_all_existing_solved
ac19_44346,YXYXyx,YYYXXYXXXyXYx,1,74381,s20_mk2,incomplete_all_existing_solved
ac19_4445,YXXyXyx,YYxyXXyxyX,6,5367 15712 16574 45448 79532 151943,s20_mk2_mK2,incomplete_all_existing_solved
ac19_44455,YXXYxxyxx,YYXXyyxxxxYX,1,74633,s20_f4,incomplete_all_existing_solved
ac19_44480,YYXXX,YYYXXXXXyXXYxx,1,74683,s20_f4,incomplete_all_existing_solved
ac19_44485,YXXyx,YYYXyxxyXXXXXX,1,74690,s20_mk2,incomplete_all_existing_solved
ac19_4450,YXYXYx,YYYXXYYXXyxYx,1,5372,s20_f4,incomplete_all_existing_solved
ac19_44540,YXXYxxyX,YYXXXXXXYxx,1,74819,s20_f4,incomplete_all_existing_solved
ac19_4455,YXXYx,YYXYxYYXyyX,11,5377 17794 18224 22355 31152 37700 47250 54908 91836 95900 136025,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_44596,YXXXyxYx,YYXXXyxYxyx,2,74967 111576,s20_f4,incomplete_all_existing_solved
ac19_4464,YYXXyx,YXXYxxyXXYx,4,5387 20597 79539 108959,s20_mk2,incomplete_all_existing_solved
ac19_4465,YXXyXyxx,YYXXyxxxx,8,5389 23852 28943 39979 49338 55210 97534 122140,s20_f4,incomplete_all_existing_solved
ac19_44684,YYXXX,YYYXyXyXYxyx,2,75199 118974,baseline,incomplete_all_existing_solved
ac19_4469,YXXyx,YYYXyxyXyXyX,6,5393 9904 11682 80949 101799 106129,s20_mk2_mK2,incomplete_all_existing_solved
ac19_44741,YXXyx,YYXYxyXYXyyXXX,1,75329,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_44809,YYXXyxx,YYXXYxxYXYxYx,1,75466,baseline,incomplete_all_existing_solved
ac19_44842,YXYXyx,YYXXyyXXYxxyx,1,75528,baseline,incomplete_all_existing_solved
ac19_44906,YYXXX,YYYXXXyXyXYYx,2,75700 86419,s20_mk2_mK2,incomplete_all_existing_solved
ac19_44909,YXyXXYxyx,YYxxyXYxyX,3,75708 87826 103980,s20_mk2,incomplete_all_existing_solved
ac19_44930,YXXyx,YYYXyyxxxxyyXX,1,75758,s20_mk2,incomplete_all_existing_solved
ac19_44957,YXXyx,YYXXyXXXyXYXX,3,75825 91590 104863,s20_f4,incomplete_all_existing_solved
ac19_45001,YXXYx,YYYXXyXyXYxxyx,1,75924,s20_f4,incomplete_all_existing_solved
ac19_45022,YYXXyx,YYXyXXYXyxYYx,1,75971,s20_mk2_mK2,incomplete_all_existing_solved
ac19_45136,YXXyx,YYXyXXXyxxyX,5,76262 78263 81895 89937 122780,s20_mk2_mK2,incomplete_all_existing_solved
ac19_45189,YYXXYx,YYxYxxyXyXXYX,1,76393,s20_f4,incomplete_all_existing_solved
ac19_4520,YXXXyxx,YYXYXXXyXyX,3,5452 97990 104434,baseline,incomplete_all_existing_solved
ac19_45246,YYXXYXYXX,YYxYXXyXyx,1,76509,s20_f4,incomplete_all_existing_solved
ac19_4525,YYXXXyX,YYXYXyyX,12,5457 33287 55914 55936 63198 67843 71166 93081 99799 100589 106705 142707,baseline,incomplete_all_existing_solved
ac19_45250,YXXX,YYYXyyXXYxyyx,2,76515 125046,s20_mk2,incomplete_all_existing_solved
ac19_45265,YXYXyx,YYYXYXyXXXyxx,1,76551,"baseline,s20_f4",incomplete_all_existing_solved
ac19_45270,YYXXXyX,YYXXXyyXYx,2,76560 104622,baseline,incomplete_all_existing_solved
ac19_45275,YXYXX,YYYXXXXyyxYYXX,1,76577,s20_f4,incomplete_all_existing_solved
ac19_4532,YXXXyxx,YYXXXXyXYXyx,7,5465 48177 52665 76957 87111 98130 124064,s20_mk2,incomplete_all_existing_solved
ac19_45340,YXXyx,YYYXXXYXyyXXyX,1,76721,s20_mk2,incomplete_all_existing_solved
ac19_4537,YYXXYXX,YYYYXXXyxyX,5,5470 23831 35441 126345 143909,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_4540,YXYXXYx,YYxYXyyX,9,5474 37833 55294 68536 76172 83181 89512 110073 151502,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_4542,YXXXyxx,YYXyXXyxyxx,3,5476 35842 149108,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4545,YXXYx,YYYXyXXXyxYYx,4,5479 42593 72194 74295,s20_mk2,incomplete_all_existing_solved
ac19_4547,YXXyx,YYYXyyxyyxyXYx,3,5481 10614 118878,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_4549,YXXYXXyxx,YYYxxyXXyX,1,5484,s20_f4,incomplete_all_existing_solved
ac19_4562,YXXyxYx,YXYXXYxx,27,5497 5580 7900 9114 9588 10973 11523 16100 20673 20812 42506 47832 67513 67548 69166 70917 83806 105741 113054 122730 124285 127519 129276 138497 144063 151109 151435,s20_mk2,incomplete_all_existing_solved
ac19_45626,YYXXyx,YYXXYYxyXYXyx,1,77441,s20_f4,incomplete_all_existing_solved
ac19_45647,YYXXYXX,YYXyXXXyxxYx,1,77491,s20_mk2,incomplete_all_existing_solved
ac19_45666,YXXyx,YYXyXyxxxyyxYX,1,77550,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4567,YXYXYx,YYXyXXyxYYx,8,5503 16901 30597 33153 39991 68815 77354 107398,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_45675,YYXXyx,YYXYXXyXYYXyx,1,77576,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_4569,YYXXX,YYYXYXXXYXyXyx,1,5506,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_45735,YYXXXyx,YYYXXXyXYXXX,1,77706,baseline,incomplete_all_existing_solved
ac19_4574,YXXyx,YYXXYxyXYXXyyx,1,5512,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_45836,YXyxYXXyx,YYXyXYxyXyXYX,1,77954,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4585,YXYXyx,YYXXXXyXyxYxx,3,5525 44152 128283,s20_mk2_mK2,incomplete_all_existing_solved
ac19_45856,YXYxYXXYx,YYYYYXyXYx,2,77999 81026,s20_f4,incomplete_all_existing_solved
ac19_4595,YXXyx,YYYYXXXXyyxyX,1,5536,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_4602,YXXXyXyx,YYxxyXYxxyX,2,5543 86955,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_46057,YXYXYx,YYXXyyXyxyxxx,1,78486,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_4607,YXXyx,YYXXXXXXXXXyx,3,5548 23870 132938,"baseline,s20_f4",incomplete_all_existing_solved
ac19_46096,YXXyx,YYYXXyXyxYXXyX,1,78564,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_46159,YXXYx,YYXXyyXYXYxxYx,1,78719,s20_mk2,incomplete_all_existing_solved
ac19_46167,YXXyx,YYYYXYYXyxxyyyyx,1,78736,s20_f4,incomplete_all_existing_solved
ac19_46179,YXYXX,YYYXyXyXXYxyxx,1,78764,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_46182,YYXXXYX,YYXyyxxYYXyX,1,78771,baseline,incomplete_all_existing_solved
ac19_46199,YXXyx,YYXYXYxxxyXyyX,1,78827,"baseline,s20_f4",incomplete_all_existing_solved
ac19_46204,YXXXX,YYYXyxYXyxyyx,1,78840,baseline,incomplete_all_existing_solved
ac19_46219,YYXXYx,YYYYXyyxyXXYx,1,78880,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_46224,YXXyxYx,YYXXYxxyXyxx,2,78891 94133,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_46226,YXXyx,YYXYxyyxyxxYxx,1,78895,s20_f4,incomplete_all_existing_solved
ac19_46274,YYXXyx,YYXXYXXXYYxyx,1,79016,s20_f4,incomplete_all_existing_solved
ac19_46276,YXXyx,YYXyyXYXXyxyX,3,79019 107472 126590,s20_mk2,incomplete_all_existing_solved
ac19_46427,YXYXX,YYXXXyyxxYYxyX,1,79414,s20_mk2,incomplete_all_existing_solved
ac19_46495,YXYXyx,YYXyXYXyyXYxx,1,79579,baseline,incomplete_all_existing_solved
ac19_46499,YXXyx,YYYXyxyxYxxyX,3,79589 122903 129392,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_4650,YXXXyxx,YYXXYxxyyXX,2,5595 109746,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_46506,YXXyx,YYXyXXyXYxyXYX,1,79615,s20_mk2,incomplete_all_existing_solved
ac19_46520,YXXyx,YYXyxxyyxYxxYx,1,79663,s20_f4,incomplete_all_existing_solved
ac19_46530,YXXYx,YYYXXXyyxxxyyx,1,79683,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_46539,YXYxYXXYx,YYYXXYxYXXYXYxx,1,79711,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4655,YYXXXYx,YYXyxxxyyX,2,5601 108711,baseline,incomplete_all_existing_solved
ac19_46559,YXXXyXyxx,YYxyxYxyXX,2,79773 131666,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4657,YXXXyXYx,YYXYxyxyXyx,1,5603,s20_f4,incomplete_all_existing_solved
ac19_46575,YYXXXYX,YYXyXyyxyxYx,1,79836,s20_mk2_mK2,incomplete_all_existing_solved
ac19_466,YXXYXXX,YYXyXyXYx,10,997 28142 35786 48366 58317 69982 73634 101139 112743 134753,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_46601,YXXYx,YYYXYYYXXXyxx,2,79905 113001,s20_mk2_mK2,incomplete_all_existing_solved
ac19_46687,YXXyx,YYYXyyxyXXXXyX,1,80110,baseline,incomplete_all_existing_solved
ac19_46711,YXyXXyx,YYxyxYYxyxyX,1,80159,s20_mk2_mK2,incomplete_all_existing_solved
ac19_46715,YXX,YYYxYXyXyXXyxyx,1,80171,baseline,incomplete_all_existing_solved
ac19_46716,YXXyx,YYXXXyyxxYXyyx,1,80173,s20_f4,incomplete_all_existing_solved
ac19_46761,YXXYx,YYXXXyXYxxxYX,4,80286 87080 113732 141902,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_46770,YXXXyxx,YYXXXYXXXyyX,1,80302,s20_f4,incomplete_all_existing_solved
ac19_469,YXXyx,YYYXXyXXyXYxyX,1,1000,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_46960,YXXyXyX,YYxxyXYxxxyx,2,80809 148730,s20_mk2,incomplete_all_existing_solved
ac19_47029,YXXyx,YYYYXyXXXyXXyx,1,80993,s20_mk2,incomplete_all_existing_solved
ac19_4706,YYXXyx,YYXXXYXyXYx,3,5661 73092 91898,s20_f4,incomplete_all_existing_solved
ac19_47111,YXXyx,YYYXXyxxyXXXX,2,81191 130359,s20_f4,incomplete_all_existing_solved
ac19_47116,YXXyx,YYXYxyXXyxYXyX,1,81204,baseline,incomplete_all_existing_solved
ac19_47129,YXXyx,YYXyXXYYxyXyXX,1,81229,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47134,YYXXyx,YYXYYXXXXyxYx,1,81237,baseline,incomplete_all_existing_solved
ac19_47172,YYXXXyx,YYXXXXyXYxyx,1,81322,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_47292,YYXXyx,YYXXXYXXXyxxx,1,81605,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
