pres_id,bin,beam_k,mu_in,best_mu,hits_stop,descended,best_rep,best_chain,chain_len,n_orbits_seen,stopped_reason,n_aut_canon,n_expanded,n_rungs,treat_cap,greedy_budget,greedy_solved,greedy_nodes,greedy_path,greedy_min_relator_length,b1k_greedy_solved,b1k_heur_solved,b1k_covgreedy_solved
367,2,32,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,88,stop_mu,358,29,3,24,1000,True,7,6,2,True,True,True
331,2,32,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,38,stop_mu,147,10,2,24,1000,True,6,5,2,True,True,True
203,3,32,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,55,10,2,True,True,True
265,3,32,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,24,1000,True,55,10,2,True,True,True
579,3,32,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,179,stop_mu,983,59,4,24,1000,True,8,7,2,True,True,True
327,3,32,15,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xyy"", ""xy"", ""yX"", ""yX""]",4,202,stop_mu,669,67,4,24,1000,True,9,8,2,True,True,True
333,3,32,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,132,stop_mu,439,41,3,24,1000,True,10,9,2,True,True,True
380,3,32,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,233,stop_mu,817,73,4,24,1000,True,10,9,2,True,True,True
546,4,32,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,155,stop_mu,818,57,4,24,1000,True,3,2,2,True,True,True
548,4,32,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,136,stop_mu,583,39,3,24,1000,True,7,6,2,True,True,True
533,4,32,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,231,stop_mu,770,74,4,24,1000,True,10,9,2,True,True,True
589,4,32,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,129,stop_mu,544,42,3,24,1000,True,9,8,2,True,True,True
580,4,32,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,205,stop_mu,1006,67,5,24,1000,True,17,11,2,True,True,True
609,4,32,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,237,stop_mu,1007,78,5,24,1000,True,17,11,2,False,True,True
538,5,32,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,142,stop_mu,541,39,3,24,1000,True,7,6,2,False,True,True
606,5,32,23,15,False,True,"[""YYXXYx"", ""YXXXXYxxx""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,204,max_aut_canon,1003,70,4,25,1000,True,14,11,2,False,True,True
544,5,32,16,15,False,True,"[""YXXyx"", ""YYYYXyyyxx""]","[""yX""]",1,263,max_aut_canon,1003,93,5,26,1000,True,109,40,2,False,True,True
549,5,32,18,15,False,True,"[""YXXyx"", ""YYYYXyyyxx""]","[""xy"", ""yX""]",2,284,max_aut_canon,1002,97,5,26,1000,True,109,40,2,False,True,True
543,5,32,19,15,False,True,"[""YXyXYxx"", ""YYYYXXYx""]","[""xxxx""]",1,268,max_aut_canon,1008,94,5,24,1000,False,1000,,15,False,True,True
565,5,32,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,255,max_aut_canon,1006,90,5,25,1000,False,1000,,16,False,True,True
602,6,32,22,13,False,True,"[""YXXyx"", ""YYYXyyXX""]","[""xxxy"", ""xy"", ""yx""]",3,228,max_aut_canon,1006,77,5,24,1000,True,31,18,2,False,True,True
632,6,32,25,13,False,True,"[""YXXyx"", ""YYYXyyXX""]","[""xxxxy"", ""xy"", ""yx""]",3,231,max_aut_canon,1008,77,5,24,1000,True,31,18,2,False,True,True
573,6,32,21,13,False,True,"[""YYXXyx"", ""YXYxyXX""]","[""xxxxy"", ""xy"", ""Yxxy"", ""Xyx"", ""Xyx""]",5,267,max_aut_canon,1002,107,6,24,1000,True,274,26,2,False,False,False
586,6,32,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,246,max_aut_canon,1004,83,5,25,1000,False,1000,,16,False,True,True
581,6,32,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,246,max_aut_canon,1004,83,5,25,1000,False,1000,,16,False,True,True
575,6,32,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,255,max_aut_canon,1006,90,5,25,1000,False,1000,,16,False,True,True
568,7,32,19,13,False,True,"[""YYXXyx"", ""YXYxyXX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx""]",5,276,max_aut_canon,1003,106,6,24,1000,True,274,26,2,False,False,False
578,7,32,19,13,False,True,"[""YYXXyx"", ""YXYxyXX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx""]",5,276,max_aut_canon,1003,106,6,24,1000,True,274,26,2,False,False,False
583,7,32,19,13,False,True,"[""YYXXyx"", ""YXYxyXX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx""]",5,276,max_aut_canon,1003,106,6,24,1000,True,274,26,2,False,False,False
628,7,32,24,21,False,True,"[""YYXXyxx"", ""YYxxxxxxyXXXXX""]","[""XXyx""]",1,165,max_aut_canon,1004,56,4,30,1000,True,435,48,2,False,True,True
633,7,32,24,21,False,True,"[""YYXXyxx"", ""YYxxxxxxyXXXXX""]","[""XXyx""]",1,165,max_aut_canon,1004,56,4,30,1000,True,435,48,2,False,True,True
596,7,32,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,262,max_aut_canon,1000,91,5,26,1000,False,1000,,17,False,False,False
605,8,32,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,262,max_aut_canon,1000,91,5,26,1000,False,1000,,17,False,False,False
610,8,32,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,262,max_aut_canon,1000,91,5,26,1000,False,1000,,17,False,False,False
625,8,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
622,8,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
624,8,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
623,8,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
634,9,32,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,213,max_aut_canon,1007,75,5,25,1000,False,1000,,16,False,False,True
635,9,32,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,213,max_aut_canon,1007,75,5,25,1000,False,1000,,16,False,False,True
637,9,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
639,9,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
638,9,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
636,9,32,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,241,max_aut_canon,1008,81,5,27,1000,False,1000,,18,False,False,False
